"","symbol","date","open","high","low","close","volume","adjusted"
"47","GOOGL",2016-03-10,727.789978,736.539978,723.289978,732.169983,2230800,732.169983
"48","GOOGL",2016-03-11,739.950012,744.900024,736.700012,744.869995,1769000,744.869995
"49","GOOGL",2016-03-14,744.969971,754.26001,743.659973,750.23999,1641200,750.23999
"50","GOOGL",2016-03-15,746.02002,753.01001,742.840027,750.570007,1491600,750.570007
"51","GOOGL",2016-03-16,749.049988,759,746.5,757.359985,1465300,757.359985
"52","GOOGL",2016-03-17,757.650024,765.340027,757.359985,758.47998,2228200,758.47998
"53","GOOGL",2016-03-18,761.630005,762.140015,751.820007,755.409973,2811100,755.409973
"54","GOOGL",2016-03-21,753.909973,763.340027,751.27002,762.159973,1438700,762.159973
"55","GOOGL",2016-03-22,758.440002,765,757.880005,760.049988,1104800,760.049988
"56","GOOGL",2016-03-23,763.349976,765.390015,756.030029,757.559998,1233900,757.559998
"57","GOOGL",2016-03-24,751.200012,757.559998,750.5,754.840027,1555800,754.840027
"58","GOOGL",2016-03-28,756.169983,758.299988,752.039978,753.280029,1083800,753.280029
"59","GOOGL",2016-03-29,753.679993,767.179993,748.289978,765.890015,2003100,765.890015
"60","GOOGL",2016-03-30,768.210022,777.309998,767.580017,768.340027,2019800,768.340027
"61","GOOGL",2016-03-31,768.340027,769.080017,758.25,762.900024,1627700,762.900024
"62","GOOGL",2016-04-01,757.159973,770.039978,755.200012,769.669983,1583700,769.669983
"63","GOOGL",2016-04-04,769.51001,772.440002,761.789978,765.119995,1346200,765.119995
"64","GOOGL",2016-04-05,758.130005,762.869995,755.599976,758.570007,1223900,758.570007
"65","GOOGL",2016-04-06,757.840027,768.419983,756.299988,768.070007,1265600,768.070007
"66","GOOGL",2016-04-07,765.320007,769.359985,757.5,760.119995,1274900,760.119995
"67","GOOGL",2016-04-08,765.869995,767.130005,755.77002,759.469971,1171700,759.469971
"68","GOOGL",2016-04-11,765.450012,767.219971,757.340027,757.539978,1588700,757.539978
"69","GOOGL",2016-04-12,758.429993,764.919983,751.570007,764.320007,1369400,764.320007
"70","GOOGL",2016-04-13,770.309998,775.75,764.590027,771.909973,1771300,771.909973
"71","GOOGL",2016-04-14,775.359985,779.609985,773.219971,775.390015,1349600,775.390015
"72","GOOGL",2016-04-15,775.5,780.929993,774.929993,780,1585600,780
"73","GOOGL",2016-04-18,780.190002,788.549988,777.609985,787.679993,1677000,787.679993
"74","GOOGL",2016-04-19,790.5,790.950012,770.27002,776.25,2197600,776.25
"75","GOOGL",2016-04-20,779.159973,779.659973,771.27002,774.919983,1713100,774.919983
"76","GOOGL",2016-04-21,777.309998,781.679993,771.549988,780,3881400,780
"77","GOOGL",2016-04-22,743.909973,753.919983,730.369995,737.77002,7039900,737.77002
"78","GOOGL",2016-04-25,735.349976,744.880005,735.099976,742.210022,2472100,742.210022
"79","GOOGL",2016-04-26,744.419983,745.590027,720.320007,725.369995,2793200,725.369995
"80","GOOGL",2016-04-27,725.320007,727.150024,709.080017,721.460022,3313100,721.460022
"81","GOOGL",2016-04-28,723.289978,729.26001,703.200012,705.059998,3129500,705.059998
"82","GOOGL",2016-04-29,704.119995,712.109985,703.780029,707.880005,2913900,707.880005
"83","GOOGL",2016-05-02,711.919983,715.409973,706.359985,714.409973,1673800,714.409973
"84","GOOGL",2016-05-03,712.5,713.369995,707.330017,708.440002,1931000,708.440002
"85","GOOGL",2016-05-04,706.77002,715.049988,704.049988,711.369995,1708600,711.369995
"86","GOOGL",2016-05-05,715,717.549988,709.450012,714.710022,1483400,714.710022
"87","GOOGL",2016-05-06,712.200012,725.98999,711.950012,725.179993,1997600,725.179993
"88","GOOGL",2016-05-09,726.700012,734.289978,723.5,729.130005,1903700,729.130005
"89","GOOGL",2016-05-10,734.960022,740,731.609985,739.380005,1631700,739.380005
"90","GOOGL",2016-05-11,740.52002,740.799988,727.900024,730.549988,1491700,730.549988
"91","GOOGL",2016-05-12,732,735.369995,724.27002,728.070007,1354700,728.070007
"92","GOOGL",2016-05-13,726.619995,731.289978,723.51001,724.830017,1262200,724.830017
"93","GOOGL",2016-05-16,724.320007,732.679993,720,730.299988,1126900,730.299988
"94","GOOGL",2016-05-17,731.059998,735.849976,718,720.190002,1670200,720.190002
"95","GOOGL",2016-05-18,718.5,725.570007,715.02002,721.780029,1626800,721.780029
"96","GOOGL",2016-05-19,718.299988,720.5,710.309998,715.309998,1529900,715.309998
"97","GOOGL",2016-05-20,716.460022,727.700012,715.01001,721.710022,1739900,721.710022
"98","GOOGL",2016-05-23,719.97998,723.5,716.940002,717.25,1240800,717.25
"99","GOOGL",2016-05-24,719.849976,734.200012,719.650024,733.030029,1894200,733.030029
"100","GOOGL",2016-05-25,735,739.890015,732.599976,738.099976,1610800,738.099976
"101","GOOGL",2016-05-26,736,741.099976,733,736.929993,1360100,736.929993
"102","GOOGL",2016-05-27,737.51001,747.909973,737.01001,747.599976,1740100,747.599976
"103","GOOGL",2016-05-31,748.76001,753.47998,745.570007,748.849976,2124200,748.849976
"104","GOOGL",2016-06-01,748.469971,751.369995,744.340027,748.460022,1039400,748.460022
"105","GOOGL",2016-06-02,746.099976,747.299988,737,744.27002,1695800,744.27002
"106","GOOGL",2016-06-03,741.48999,741.48999,733.909973,735.859985,1230400,735.859985
"107","GOOGL",2016-06-06,738.5,738.5,728.289978,730.059998,1499600,730.059998
"108","GOOGL",2016-06-07,733.27002,736.710022,730.799988,731.090027,1215700,731.090027
"109","GOOGL",2016-06-08,739.5,743.809998,735.77002,742.929993,1615700,742.929993
"110","GOOGL",2016-06-09,737.070007,743.929993,736.5,742.52002,959000,742.52002
"111","GOOGL",2016-06-10,735.950012,739.640015,730.51001,733.190002,1452500,733.190002
"112","GOOGL",2016-06-13,729.820007,739,729.820007,731.880005,1167700,731.880005
"113","GOOGL",2016-06-14,729.309998,736,726.5,733.25,1329200,733.25
"114","GOOGL",2016-06-15,734.919983,737.150024,731.309998,732.190002,1161700,732.190002
"115","GOOGL",2016-06-16,727.960022,730.390015,715.539978,724.25,2250100,724.25
"116","GOOGL",2016-06-17,721.390015,721.390015,701.119995,704.25,4113100,704.25
"117","GOOGL",2016-06-20,710.309998,715.869995,705.409973,706.130005,2282700,706.130005
"118","GOOGL",2016-06-21,710.049988,715.380005,704.659973,708.880005,1515900,708.880005
"119","GOOGL",2016-06-22,714.049988,714.210022,705.880005,710.469971,1452900,710.469971
"120","GOOGL",2016-06-23,710.549988,714.880005,700.25,714.869995,2125000,714.869995
"121","GOOGL",2016-06-24,690.169983,705,684.909973,685.200012,4771800,685.200012
"122","GOOGL",2016-06-27,682.48999,683.330017,672.659973,681.140015,2907300,681.140015
"123","GOOGL",2016-06-28,691.369995,692.73999,684.849976,691.26001,1912300,691.26001
"124","GOOGL",2016-06-29,694.26001,699.5,692.679993,695.190002,2156200,695.190002
"125","GOOGL",2016-06-30,697.650024,703.77002,694.900024,703.530029,2112500,703.530029
"126","GOOGL",2016-07-01,705.099976,712.530029,703.72998,710.25,1549200,710.25
"127","GOOGL",2016-07-05,705.01001,708.119995,699.130005,704.890015,1422000,704.890015
"128","GOOGL",2016-07-06,699.840027,713,699,708.969971,1445100,708.969971
"129","GOOGL",2016-07-07,710.109985,710.169983,700.669983,707.26001,1058700,707.26001
"130","GOOGL",2016-07-08,710.559998,717.900024,708.109985,717.780029,1497300,717.780029
"131","GOOGL",2016-07-11,719.419983,728.929993,718.869995,727.200012,1441100,727.200012
"132","GOOGL",2016-07-12,731.919983,735.599976,727.5,732.51001,1323400,732.51001
"133","GOOGL",2016-07-13,735.52002,735.52002,729.02002,729.47998,1021800,729.47998
"134","GOOGL",2016-07-14,733.940002,736.140015,730.590027,735.799988,1070400,735.799988
"135","GOOGL",2016-07-15,741,741,734.640015,735.630005,1617100,735.630005
"136","GOOGL",2016-07-18,737.909973,755.140015,736.51001,753.200012,1934900,753.200012
"137","GOOGL",2016-07-19,749.869995,756.590027,748.48999,753.409973,1521800,753.409973
"138","GOOGL",2016-07-20,754.049988,760.640015,754.049988,757.080017,1125100,757.080017
"139","GOOGL",2016-07-21,757,758.150024,751.52002,754.409973,953100,754.409973
"140","GOOGL",2016-07-22,757.320007,759.450012,752.659973,759.280029,1046000,759.280029
"141","GOOGL",2016-07-25,757.679993,759.820007,754.070007,757.52002,1073300,757.52002
"142","GOOGL",2016-07-26,757.52002,759.26001,752.75,757.650024,1189600,757.650024
"143","GOOGL",2016-07-27,758.969971,764.450012,755.929993,761.969971,1608600,761.969971
"144","GOOGL",2016-07-28,768.840027,768.969971,759.090027,765.840027,3673200,765.840027
"145","GOOGL",2016-07-29,797.710022,803.940002,790,791.340027,5090500,791.340027
"146","GOOGL",2016-08-01,786.669983,807.48999,785.039978,800.940002,3029700,800.940002
"147","GOOGL",2016-08-02,797.330017,802.320007,794.530029,800.119995,1996400,800.119995
"148","GOOGL",2016-08-03,796.469971,799.539978,793.02002,798.919983,1460300,798.919983
"149","GOOGL",2016-08-04,798.23999,800.200012,793.919983,797.25,1076000,797.25
"150","GOOGL",2016-08-05,800.109985,807.219971,797.809998,806.929993,1807300,806.929993
"151","GOOGL",2016-08-08,806,807.599976,801.690002,805.22998,1221300,805.22998
"152","GOOGL",2016-08-09,804.48999,813.330017,804.059998,807.47998,1607700,807.47998
"153","GOOGL",2016-08-10,807.049988,810.880005,806.48999,808.48999,918500,808.48999
"154","GOOGL",2016-08-11,810.469971,813.880005,806,808.200012,1282300,808.200012
"155","GOOGL",2016-08-12,805.090027,807.190002,803.640015,807.049988,897300,807.049988
"156","GOOGL",2016-08-15,807.210022,811.359985,804.030029,805.960022,929800,805.960022
"157","GOOGL",2016-08-16,803.5,804.26001,797,801.190002,1057900,801.190002
"158","GOOGL",2016-08-17,800,805.630005,796.299988,805.419983,1066100,805.419983
"159","GOOGL",2016-08-18,805.359985,808,801.630005,802.75,864600,802.75
"160","GOOGL",2016-08-19,799.789978,801.22998,796.880005,799.650024,1120800,799.650024
"161","GOOGL",2016-08-22,798.51001,799.299988,794.330017,796.950012,852800,796.950012
"162","GOOGL",2016-08-23,800.47998,801,795.98999,796.590027,917500,796.590027
"163","GOOGL",2016-08-24,796.859985,798.460022,790.76001,793.599976,1283600,793.599976
"164","GOOGL",2016-08-25,792,794.719971,787.22998,791.299988,1202700,791.299988
"165","GOOGL",2016-08-26,792.48999,799.400024,789.409973,793.219971,1248900,793.219971
"166","GOOGL",2016-08-29,793.049988,798.52002,790.320007,795.820007,773700,795.820007
"167","GOOGL",2016-08-30,792.880005,798,789.469971,791.919983,1167400,791.919983
"168","GOOGL",2016-08-31,789.599976,791.570007,787.200012,789.849976,1071400,789.849976
"169","GOOGL",2016-09-01,791.97998,792.890015,786.330017,791.400024,1303500,791.400024
"170","GOOGL",2016-09-02,795.27002,797.099976,793.26001,796.869995,1349900,796.869995
"171","GOOGL",2016-09-06,798.390015,810.890015,795.429993,808.02002,1989500,808.02002
"172","GOOGL",2016-09-07,807.929993,810.599976,803.719971,807.98999,1145300,807.98999
"173","GOOGL",2016-09-08,805.219971,808.419983,801.01001,802.840027,1177700,802.840027
"174","GOOGL",2016-09-09,798.77002,801.75,788.049988,788.47998,1887600,788.47998
"175","GOOGL",2016-09-12,784.52002,800.169983,783.5,798.820007,1863700,798.820007
"176","GOOGL",2016-09-13,794.01001,795.789978,784.330017,788.719971,1809000,788.719971
"177","GOOGL",2016-09-14,787.530029,796.330017,787.530029,790.460022,1292100,790.460022
"178","GOOGL",2016-09-15,790.01001,803.650024,788.659973,801.22998,1557200,801.22998
"179","GOOGL",2016-09-16,799.02002,799.02002,793.619995,797.969971,2130600,797.969971
"180","GOOGL",2016-09-19,801.109985,803.98999,793.559998,795.390015,1149500,795.390015
"181","GOOGL",2016-09-20,800,802.75,798.26001,799.780029,1049200,799.780029
"182","GOOGL",2016-09-21,801.26001,805.909973,796.030029,805.030029,1348500,805.030029
"183","GOOGL",2016-09-22,810,819.059998,807.710022,815.950012,1759300,815.950012
"184","GOOGL",2016-09-23,815.140015,817,812.72998,814.960022,1411700,814.960022
"185","GOOGL",2016-09-26,809.820007,810.080017,800.450012,802.650024,1472700,802.650024
"186","GOOGL",2016-09-27,801.830017,813.48999,801.830017,810.72998,1367300,810.72998
"187","GOOGL",2016-09-28,804.080017,810.25,802.780029,810.059998,1470300,810.059998
"188","GOOGL",2016-09-29,807.22998,813.909973,800.859985,802.640015,1350000,802.640015
"189","GOOGL",2016-09-30,803.599976,808.090027,801.5,804.059998,1660200,804.059998
"190","GOOGL",2016-10-03,802.549988,803.539978,796.22998,800.380005,1489200,800.380005
"191","GOOGL",2016-10-04,805,806.5,799.669983,802.789978,1258700,802.789978
"192","GOOGL",2016-10-05,806,808.5,800.710022,801.22998,1213800,801.22998
"193","GOOGL",2016-10-06,804.080017,806.950012,800.51001,803.080017,1099900,803.080017
"194","GOOGL",2016-10-07,805.929993,805.940002,796.820007,800.710022,1163100,800.710022
"195","GOOGL",2016-10-10,803.929993,817.380005,802.23999,814.169983,1496100,814.169983
"196","GOOGL",2016-10-11,814.169983,819.859985,807.369995,809.570007,1721600,809.570007
"197","GOOGL",2016-10-12,811.960022,814.5,808.549988,811.77002,907900,811.77002
"198","GOOGL",2016-10-13,806.070007,806.559998,798.619995,804.080017,1369000,804.080017
"199","GOOGL",2016-10-14,807.450012,810.090027,802.320007,804.599976,1111900,804.599976
"200","GOOGL",2016-10-17,805.98999,813.48999,803.830017,806.840027,1056400,806.840027
"201","GOOGL",2016-10-18,814.210022,828.809998,813.330017,821.48999,2289300,821.48999
"202","GOOGL",2016-10-19,822.880005,829.799988,822.880005,826.840027,1500100,826.840027
"203","GOOGL",2016-10-20,827.559998,828.469971,820.549988,821.630005,1393900,821.630005
"204","GOOGL",2016-10-21,820,824.289978,818.309998,824.059998,1615800,824.059998
"205","GOOGL",2016-10-24,830.090027,837.940002,829.039978,835.73999,1447600,835.73999
"206","GOOGL",2016-10-25,838.5,838.5,825.299988,828.549988,1890700,828.549988
"207","GOOGL",2016-10-26,827.119995,827.710022,816.349976,822.099976,1794900,822.099976
"208","GOOGL",2016-10-27,823.01001,826.580017,814.609985,817.349976,2973500,817.349976
"209","GOOGL",2016-10-28,829.940002,839,817,819.559998,4354900,819.559998
"210","GOOGL",2016-10-31,822.429993,822.630005,808,809.900024,2242700,809.900024
"211","GOOGL",2016-11-01,810.869995,813.960022,798.26001,805.47998,2355900,805.47998
"212","GOOGL",2016-11-02,806.76001,806.76001,785,788.419983,2350700,788.419983
"213","GOOGL",2016-11-03,784.5,790,778.630005,782.190002,2175200,782.190002
"214","GOOGL",2016-11-04,771.299988,788.47998,771,781.099976,1970600,781.099976
"215","GOOGL",2016-11-07,794.950012,805,792.900024,802.030029,1992600,802.030029
"216","GOOGL",2016-11-08,802.030029,816.039978,799.619995,811.97998,1769100,811.97998
"217","GOOGL",2016-11-09,801.830017,811.710022,792.039978,805.590027,3098500,805.590027
"218","GOOGL",2016-11-10,810,810.059998,768.22998,780.289978,5909600,780.289978
"219","GOOGL",2016-11-11,776.809998,777.289978,765.539978,771.75,3592600,771.75
"220","GOOGL",2016-11-14,771.76001,771.780029,743.590027,753.219971,3688300,753.219971
"221","GOOGL",2016-11-15,765.469971,780.23999,765.219971,775.159973,2943900,775.159973
"222","GOOGL",2016-11-16,770.419983,783.5,766.330017,779.97998,1798400,779.97998
"223","GOOGL",2016-11-17,782.5,788.900024,779.849976,786.159973,1533700,786.159973
"224","GOOGL",2016-11-18,787.169983,791.289978,775.349976,775.969971,1806300,775.969971
"225","GOOGL",2016-11-21,778.099976,786.549988,776.299988,784.799988,1630800,784.799988
"226","GOOGL",2016-11-22,788.98999,793.77002,783.73999,785,1394200,785
"227","GOOGL",2016-11-23,789.52002,789.52002,772.650024,779,1313000,779
"228","GOOGL",2016-11-25,782.609985,782.900024,778.190002,780.22998,613500,780.22998
"229","GOOGL",2016-11-28,778.349976,799.73999,778.099976,785.789978,2575400,785.789978
"230","GOOGL",2016-11-29,788.380005,796.440002,785.340027,789.440002,1562000,789.440002
"231","GOOGL",2016-11-30,789.099976,791.51001,773.150024,775.880005,2279100,775.880005
"232","GOOGL",2016-12-01,778.549988,778.599976,753.359985,764.330017,2867100,764.330017
"233","GOOGL",2016-12-02,761.900024,770.5,759,764.460022,1718800,764.460022
"234","GOOGL",2016-12-05,770,780,766.969971,778.219971,1688500,778.219971
"235","GOOGL",2016-12-06,780.190002,785.280029,773.320007,776.179993,1734100,776.179993
"236","GOOGL",2016-12-07,779.950012,792,773.530029,791.469971,2029400,791.469971
"237","GOOGL",2016-12-08,792.950012,799,787.909973,795.169983,1612500,795.169983
"238","GOOGL",2016-12-09,799.299988,809.950012,798.049988,809.450012,1904500,809.450012
"239","GOOGL",2016-12-12,804.820007,811.349976,804.530029,807.900024,1628600,807.900024
"240","GOOGL",2016-12-13,812.390015,824.299988,811.940002,815.340027,2128200,815.340027
"241","GOOGL",2016-12-14,815.919983,824.26001,812.780029,817.890015,1799700,817.890015
"242","GOOGL",2016-12-15,817.359985,823,812,815.650024,1769700,815.650024
"243","GOOGL",2016-12-16,818.309998,819.200012,808.119995,809.840027,2598900,809.840027
"244","GOOGL",2016-12-19,809.280029,816.219971,804.5,812.5,1263600,812.5
"245","GOOGL",2016-12-20,813.369995,816.48999,811,815.200012,1271900,815.200012
"246","GOOGL",2016-12-21,815.719971,815.719971,805.099976,812.200012,1459600,812.200012
"247","GOOGL",2016-12-22,809.099976,811.070007,806.030029,809.679993,1131600,809.679993
"248","GOOGL",2016-12-23,808.01001,810.969971,805.109985,807.799988,765500,807.799988
"249","GOOGL",2016-12-27,808.679993,816,805.799988,809.929993,976000,809.929993
"250","GOOGL",2016-12-28,813.330017,813.330017,802.440002,804.570007,1214800,804.570007
"251","GOOGL",2016-12-29,802.330017,805.75,798.140015,802.880005,1057400,802.880005
"252","GOOGL",2016-12-30,803.210022,803.289978,789.619995,792.450012,1735900,792.450012
"253","GOOGL",2017-01-03,800.619995,811.440002,796.890015,808.01001,1959000,808.01001
"254","GOOGL",2017-01-04,809.890015,813.429993,804.109985,807.77002,1515300,807.77002
"255","GOOGL",2017-01-05,807.5,813.73999,805.919983,813.02002,1340500,813.02002
"256","GOOGL",2017-01-06,814.98999,828.960022,811.5,825.210022,2017100,825.210022
"257","GOOGL",2017-01-09,826.369995,830.429993,821.619995,827.179993,1408900,827.179993
"258","GOOGL",2017-01-10,827.070007,829.409973,823.140015,826.01001,1197400,826.01001
"259","GOOGL",2017-01-11,826.619995,829.900024,821.469971,829.859985,1325400,829.859985
"260","GOOGL",2017-01-12,828.380005,830.380005,821.01001,829.530029,1349500,829.530029
"261","GOOGL",2017-01-13,831,834.650024,829.52002,830.940002,1290200,830.940002
"262","GOOGL",2017-01-17,830,830.179993,823.200012,827.460022,1440900,827.460022
"263","GOOGL",2017-01-18,829.799988,829.809998,824.080017,829.02002,1027700,829.02002
"264","GOOGL",2017-01-19,829,833,823.960022,824.369995,1070500,824.369995
"265","GOOGL",2017-01-20,829.090027,829.23999,824.599976,828.169983,1306200,828.169983
"266","GOOGL",2017-01-23,831.609985,845.539978,828.700012,844.429993,2457400,844.429993
"267","GOOGL",2017-01-24,846.97998,851.52002,842.280029,849.530029,1688400,849.530029
"268","GOOGL",2017-01-25,853.549988,858.789978,849.73999,858.450012,1655400,858.450012
"269","GOOGL",2017-01-26,859.049988,861,850.52002,856.97998,3493300,856.97998
"270","GOOGL",2017-01-27,859,867,841.900024,845.030029,3752500,845.030029
"271","GOOGL",2017-01-30,837.059998,837.22998,821.030029,823.830017,3516900,823.830017
"272","GOOGL",2017-01-31,819.5,823.070007,813.400024,820.190002,2020200,820.190002
"273","GOOGL",2017-02-01,824,824,812.25,815.23999,2251000,815.23999
"274","GOOGL",2017-02-02,815,824.559998,812.049988,818.26001,1689200,818.26001
"275","GOOGL",2017-02-03,823.130005,826.130005,819.349976,820.130005,1528100,820.130005
"276","GOOGL",2017-02-06,820.919983,822.390015,814.289978,821.619995,1350900,821.619995
"277","GOOGL",2017-02-07,825.5,831.919983,823.289978,829.22998,1666600,829.22998
"278","GOOGL",2017-02-08,830.530029,834.25,825.109985,829.880005,1302200,829.880005
"279","GOOGL",2017-02-09,831.72998,831.97998,826.5,830.059998,1194200,830.059998
"280","GOOGL",2017-02-10,832.950012,837.150024,830.51001,834.849976,1415100,834.849976
"281","GOOGL",2017-02-13,837.700012,841.73999,836.25,838.960022,1295700,838.960022
"282","GOOGL",2017-02-14,839.77002,842,835.830017,840.030029,1363300,840.030029
"283","GOOGL",2017-02-15,838.809998,841.77002,836.219971,837.320007,1357200,837.320007
"284","GOOGL",2017-02-16,838.5,842.690002,837.26001,842.169983,1005100,842.169983
"285","GOOGL",2017-02-17,841.309998,846.940002,839.780029,846.549988,1461200,846.549988
"286","GOOGL",2017-02-21,847.98999,852.200012,846.549988,849.27002,1260300,849.27002
"287","GOOGL",2017-02-22,848,853.789978,846.710022,851.359985,1224400,851.359985
"288","GOOGL",2017-02-23,851.080017,852.619995,842.5,851,1386700,851
"289","GOOGL",2017-02-24,847.650024,848.359985,842.960022,847.809998,1346200,847.809998
"290","GOOGL",2017-02-27,844.950012,850.669983,843.01001,849.669983,1010300,849.669983
"291","GOOGL",2017-02-28,847.349976,848.830017,841.440002,844.929993,1383100,844.929993
"292","GOOGL",2017-03-01,851.380005,858,849.02002,856.75,1818700,856.75
"293","GOOGL",2017-03-02,856.309998,856.48999,848.719971,849.849976,1250900,849.849976
"294","GOOGL",2017-03-03,848.940002,850.820007,844.710022,849.080017,1005000,849.080017
"295","GOOGL",2017-03-06,846.859985,848.940002,841.169983,847.27002,1047900,847.27002
"296","GOOGL",2017-03-07,847.26001,853.330017,845.52002,851.150024,1038700,851.150024
"297","GOOGL",2017-03-08,853.119995,856.929993,851.25,853.640015,1028800,853.640015
"298","GOOGL",2017-03-09,853.690002,860.710022,852.669983,857.840027,1347700,857.840027
"299","GOOGL",2017-03-10,862.700012,864.22998,857.609985,861.409973,1336600,861.409973
"300","GOOGL",2017-03-13,860.830017,867.130005,860.820007,864.580017,1166600,864.580017
"301","GOOGL",2017-03-14,863.75,867.580017,860.130005,865.909973,1061700,865.909973
"302","GOOGL",2017-03-15,867.940002,869.880005,861.299988,868.390015,1332900,868.390015
"303","GOOGL",2017-03-16,870.530029,872.710022,867.52002,870,1104500,870
"304","GOOGL",2017-03-17,873.679993,874.419983,868.369995,872.369995,1868300,872.369995
"305","GOOGL",2017-03-20,869.47998,870.340027,864.669983,867.909973,1542200,867.909973
"306","GOOGL",2017-03-21,870.059998,873.469971,847.690002,850.140015,2538000,850.140015
"307","GOOGL",2017-03-22,849.47998,855.349976,847,849.799988,1366700,849.799988
"308","GOOGL",2017-03-23,841.390015,841.690002,833,839.650024,3287700,839.650024
"309","GOOGL",2017-03-24,842,844,829.099976,835.140015,2105700,835.140015
"310","GOOGL",2017-03-27,828.090027,841.380005,824.299988,838.51001,1934600,838.51001
"311","GOOGL",2017-03-28,839.690002,845.400024,832.27002,840.630005,1519200,840.630005
"312","GOOGL",2017-03-29,842.75,851.590027,841.380005,849.869995,1457300,849.869995
"313","GOOGL",2017-03-30,851.97998,852,846.77002,849.47998,949400,849.47998
"314","GOOGL",2017-03-31,846.830017,849.559998,845.23999,847.799988,1441000,847.799988
"315","GOOGL",2017-04-03,848.75,859,847.530029,856.75,1969400,856.75
"316","GOOGL",2017-04-04,848,853,847.51001,852.570007,1348500,852.570007
"317","GOOGL",2017-04-05,854.710022,860.590027,847.52002,848.909973,1855200,848.909973
"318","GOOGL",2017-04-06,849.5,853.590027,844,845.099976,1533600,845.099976
